Area,City,Restaurant Price,Avg Rating,Total Rating,Food Item,Food Type,Delivery Time,Review
5,6,700,3.0,8297,12,0,2,20
5,7,700,3.5,9578,7,0,0,15
5,4,800,3.5,7664,34,5,3,22
3,0,300,4.5,4322,18,3,0,20
0,3,500,4.7,5770,26,5,0,10
1,4,400,4.0,3226,47,3,2,11
5,7,900,5.0,2653,17,0,1,10
5,3,800,4.0,783,5,1,1,0
1,3,1000,4.5,8482,4,4,2,20
4,3,500,3.5,5652,7,3,0,0
3,6,700,4.5,3141,8,3,2,2
3,1,400,4.7,8600,9,1,3,20
0,4,300,4.2,4490,36,0,3,18
2,1,500,4.0,417,48,3,3,10
5,4,700,5.0,569,8,3,3,3
4,5,600,4.5,9584,40,2,0,9
6,3,900,4.7,9678,28,2,3,19
5,0,700,4.5,1563,25,3,3,4
3,7,700,3.5,8759,49,3,1,17
5,2,600,4.0,7155,0,4,1,13
5,3,900,4.5,4460,23,4,1,9
3,7,300,4.2,1665,20,2,1,25
6,1,800,3.5,4770,45,1,0,6
0,0,600,3.0,773,13,0,2,16
1,3,900,3.0,4088,38,1,0,21
1,7,600,4.5,9688,25,4,3,3
5,0,1000,5.0,8304,30,0,3,20
3,6,1000,4.2,497,31,5,2,7
2,6,300,4.5,601,31,1,1,9
6,4,400,3.5,3870,14,0,2,0
5,4,100,5.0,117,47,2,1,5
2,2,600,4.0,6059,37,5,2,9
0,3,300,4.5,7275,36,3,2,9
3,0,600,5.0,1276,0,5,2,0
6,2,600,4.5,497,23,5,3,0
1,3,200,4.5,4623,28,5,1,1
0,0,500,4.7,6762,43,1,1,16
3,6,300,4.2,2968,34,4,1,5
2,3,700,5.0,8711,9,4,1,17
3,6,900,4.2,3929,22,3,2,23
1,6,600,3.0,7729,48,4,0,7
2,3,700,4.2,6135,14,3,2,4
3,7,300,4.0,2637,34,1,0,8
0,1,500,5.0,65,34,1,3,25
3,4,900,5.0,3186,4,3,0,25
6,6,200,4.7,5498,9,2,1,20
2,6,500,4.7,5971,9,1,1,6
3,4,700,3.0,7666,36,4,2,20
0,3,200,4.5,5272,15,5,3,16
5,2,1000,4.0,7405,1,0,2,13
6,5,100,4.5,6224,34,5,3,26
1,3,300,4.2,6005,4,4,3,6
5,7,800,4.7,3721,25,2,0,7
2,1,400,3.5,5963,13,4,0,6
3,4,800,3.5,2924,47,2,3,18
5,2,500,3.0,2808,32,4,0,23
1,5,700,5.0,7431,37,3,1,24
3,7,200,4.0,86,6,2,2,4
5,3,800,5.0,2286,4,2,3,11
0,4,900,5.0,8649,12,5,3,3
5,7,700,5.0,6214,11,4,0,13
5,6,900,4.2,3202,25,0,1,19
5,6,800,4.5,8619,2,5,1,2
0,7,400,4.2,8188,4,3,3,16
3,5,200,3.0,7545,33,5,0,19
5,6,900,3.0,8150,13,1,0,1
0,2,800,3.0,8301,39,5,1,5
2,4,600,3.0,4677,49,5,3,14
1,4,700,4.7,7677,21,4,1,2
1,3,1000,4.5,7199,29,3,3,9
5,6,400,3.0,9255,39,5,0,24
5,7,400,4.7,7215,33,5,3,18
1,5,100,3.5,8144,40,3,2,5
6,3,400,4.5,7997,3,4,3,4
5,5,100,4.5,3325,14,2,1,0
0,7,300,4.0,1305,25,3,2,13
0,5,800,4.5,4564,24,5,1,16
4,7,400,3.0,3806,22,0,2,5
3,6,400,5.0,9340,33,5,3,5
0,7,500,3.5,8151,14,4,1,2
3,0,900,4.5,3886,7,5,1,1
2,7,100,4.0,2973,8,5,2,17
1,4,700,4.7,449,20,0,0,9
6,1,700,4.2,8466,33,1,3,13
6,3,100,4.2,1294,17,0,2,11
6,2,800,5.0,8208,28,0,0,4
4,3,700,3.5,7156,12,1,3,21
1,3,700,4.2,929,18,4,1,4
5,6,500,5.0,6693,44,3,1,8
5,6,900,4.5,6138,13,3,3,13
0,2,800,3.0,6121,11,4,3,9
5,0,500,3.5,384,11,3,2,22
2,4,200,4.7,1878,38,2,3,3
2,5,900,4.2,5672,29,0,1,21
6,0,300,3.0,5398,7,5,1,18
0,5,700,4.7,825,7,2,1,0
3,2,500,4.2,6931,47,0,0,21
4,5,100,3.5,5087,21,0,0,3
5,3,100,5.0,6024,13,2,0,18
0,0,200,4.5,3543,19,4,3,2
3,0,800,3.0,5228,27,2,1,21
4,7,500,4.2,3509,47,5,0,2
4,2,100,4.7,3572,28,4,1,18
1,6,900,4.2,4562,20,5,0,6
0,0,700,4.7,8164,3,4,1,16
5,1,500,3.0,8986,10,5,3,12
1,7,1000,3.0,4301,22,3,0,4
4,1,700,5.0,6654,13,1,1,18
1,5,700,5.0,4246,2,3,2,25
0,4,900,4.2,903,48,4,1,2
4,1,1000,3.0,5781,48,4,3,0
1,3,300,4.5,9345,23,1,2,3
5,7,300,3.5,4053,32,3,3,1
6,5,100,4.5,6409,47,2,1,13
3,1,200,5.0,2909,22,4,0,23
2,1,700,3.0,5257,35,5,3,15
5,6,300,3.0,2747,9,0,0,14
6,6,100,3.5,1644,18,5,0,13
5,6,700,4.5,7106,8,1,1,0
0,3,100,4.0,5268,0,3,2,1
1,0,500,5.0,8873,24,4,0,18
6,1,200,3.0,9454,21,5,2,17
5,5,200,3.5,2789,45,4,1,18
6,5,800,5.0,645,12,5,3,14
3,7,400,4.7,2510,25,4,2,3
2,4,400,3.0,3369,49,1,0,16
2,3,700,4.2,1601,41,5,1,1
1,6,300,5.0,2259,13,5,2,7
1,7,400,4.5,475,10,4,2,8
0,6,800,4.2,9854,25,3,2,21
1,2,900,4.7,6620,20,5,3,9
0,2,600,5.0,8538,39,5,0,15
6,2,400,5.0,7306,35,1,1,8
3,1,800,3.0,9648,9,5,0,14
1,7,400,4.2,9031,6,0,2,5
1,5,100,3.0,8669,16,2,0,5
1,2,900,4.0,8133,16,1,3,13
6,7,700,4.0,4921,32,0,3,21
0,4,700,3.5,7513,23,2,2,18
1,2,500,4.0,5746,1,4,2,17
6,5,400,4.2,7184,32,3,0,24
4,4,200,4.2,6139,28,2,3,9
0,5,600,3.0,5161,42,0,1,10
0,2,800,4.5,3088,29,1,0,0
4,6,900,3.0,5015,10,1,3,18
4,0,700,3.5,9050,18,3,0,1
6,7,500,4.2,9024,27,5,3,0
0,4,900,4.2,1428,25,0,2,2
4,7,800,3.5,9900,49,3,1,8
0,7,700,5.0,5268,32,4,1,2
1,2,300,4.7,9133,31,4,3,7
0,2,1000,3.5,2345,39,1,0,18
4,7,100,4.5,8278,14,0,3,6
4,5,100,4.7,1537,30,3,2,0
0,0,1000,4.2,9831,10,1,1,18
5,0,700,3.0,4184,22,0,2,20
0,4,200,4.2,9305,6,3,2,23
4,6,800,4.0,5985,20,5,0,9
0,4,800,3.5,7105,21,0,0,3
0,0,1000,4.0,2626,5,3,0,21
3,6,500,4.7,6615,32,0,1,3
1,7,500,4.2,6509,30,0,3,18
3,4,600,4.7,9374,24,5,3,18
5,1,200,4.0,9203,25,3,2,23
6,6,500,4.5,1762,2,2,1,21
3,3,400,3.5,1296,14,4,3,9
0,5,100,4.7,6966,42,4,1,7
4,4,500,4.5,7177,38,1,3,0
2,4,800,4.2,1343,48,0,2,13
4,7,900,4.7,1729,10,5,0,9
6,2,500,4.0,7792,49,3,0,10
0,7,900,4.5,915,31,5,2,10
2,6,500,4.2,1076,6,1,0,4
2,7,500,4.7,3497,28,1,2,10
2,1,200,5.0,7001,35,3,2,9
3,6,400,4.0,2250,40,4,3,14
2,0,100,4.2,9139,33,4,1,13
3,3,100,5.0,517,21,0,3,10
6,2,900,3.5,3937,20,3,2,14
1,5,300,4.0,3208,10,5,2,2
4,2,1000,4.0,8244,22,3,3,13
0,7,900,4.7,3679,20,4,3,0
6,7,900,4.0,3744,10,5,2,1
6,6,400,4.2,4735,27,2,2,21
0,0,1000,4.7,3943,23,4,3,12
5,7,500,5.0,1895,45,5,3,1
6,5,600,4.0,9566,3,5,0,5
0,2,400,4.0,9389,45,0,3,10
5,4,900,4.7,4552,9,5,3,11
0,4,900,3.5,3270,37,0,1,20
4,3,600,3.5,6572,9,5,3,18
1,7,800,4.7,7330,5,0,2,1
6,7,1000,5.0,7562,30,5,1,6
6,1,800,5.0,3620,48,5,3,12
0,5,800,3.0,9852,7,2,1,12
0,7,500,4.2,8764,32,1,3,11
5,4,300,3.0,9063,21,3,3,14
6,3,400,5.0,5522,3,5,1,8
2,3,1000,4.5,6766,5,0,3,10
4,4,200,4.2,7550,11,3,3,6
0,3,200,3.0,9738,9,1,1,7
4,2,300,4.2,2936,12,1,3,12
2,6,700,4.5,7891,17,2,1,11
3,1,300,4.0,4686,26,4,2,26
6,0,900,4.7,1211,36,2,0,9
4,0,600,4.2,5842,38,0,1,18
1,7,600,3.0,6573,40,0,3,6
4,5,100,3.5,3359,48,1,2,14
3,3,400,4.0,5544,19,1,0,1
5,3,800,3.5,1957,36,5,1,9
6,1,700,3.0,3197,46,0,2,20
5,3,300,4.0,3810,29,0,2,24
1,2,1000,4.2,1196,46,4,1,10
4,6,200,3.5,9131,45,2,0,16
0,3,1000,5.0,2326,2,4,3,14
0,5,200,3.5,1342,21,5,1,14
3,1,500,4.0,8574,9,0,2,2
6,0,1000,3.0,5442,42,2,2,20
5,3,900,3.5,3827,6,3,2,12
4,0,900,3.0,5059,45,5,0,14
0,2,1000,4.0,6097,34,4,2,9
2,4,900,5.0,9678,31,1,0,21
4,7,600,5.0,6736,45,2,3,10
4,2,600,4.7,4013,36,5,0,13
3,0,100,4.0,6323,15,5,3,4
4,1,500,5.0,1604,13,2,1,11
5,3,1000,5.0,5678,35,3,1,10
0,3,400,4.7,8108,9,5,3,13
6,7,100,4.7,295,24,0,0,8
1,1,500,3.0,4026,18,0,0,4
5,7,800,5.0,9503,46,1,1,18
5,0,800,5.0,7751,6,1,3,6
3,2,100,4.5,339,27,1,0,17
0,6,100,4.5,4976,9,0,1,4
5,1,400,4.5,7339,43,2,1,9
5,0,900,4.0,7543,1,3,2,6
6,2,200,3.5,946,8,2,3,11
6,7,600,4.5,4115,32,3,0,25
5,6,800,4.5,5628,37,0,1,20
1,5,500,3.5,6169,13,2,0,8
5,2,500,5.0,5102,48,4,2,13
2,1,1000,3.0,5260,29,1,0,9
4,2,900,5.0,1119,25,4,0,14
1,2,400,5.0,8247,44,2,1,21
4,2,100,4.0,2832,1,2,0,11
5,6,600,4.0,2147,36,1,1,12
2,0,1000,4.2,9207,17,3,0,25
1,5,400,5.0,7743,44,4,1,10
3,0,1000,4.7,7724,39,1,2,14
0,0,1000,4.7,2442,3,5,0,23
0,0,900,4.0,610,18,5,1,17
5,3,600,3.0,8149,24,1,3,16
5,5,1000,4.2,1306,29,0,0,13
5,6,800,4.0,3565,31,5,1,4
6,3,800,3.0,8650,37,4,1,10
6,5,600,4.0,1621,40,0,1,9
4,3,400,4.0,1128,16,5,1,13
4,3,500,4.0,5290,43,3,0,6
0,2,100,4.7,1818,12,3,0,16
2,7,700,4.7,3504,32,1,1,23
3,0,100,3.0,2591,38,5,3,14
2,1,600,5.0,7442,1,2,0,18
3,5,800,3.0,9390,35,4,0,6
0,6,700,4.5,3764,25,1,1,9
4,5,300,4.0,2356,47,4,1,6
6,2,900,4.0,2846,17,5,2,9
4,3,700,4.0,3241,29,5,2,25
3,3,700,3.5,3987,41,5,2,20
3,0,300,4.2,3921,20,2,3,6
4,4,1000,4.0,3610,42,2,3,9
4,7,100,3.0,3807,32,5,3,21
4,4,300,4.2,5470,19,5,3,19
5,5,1000,4.7,7133,7,2,3,18
2,0,400,3.5,8866,48,1,3,8
1,6,1000,4.0,4399,23,5,0,1
6,5,700,3.0,276,5,3,2,4
3,4,100,4.7,6842,16,1,3,9
1,2,600,5.0,1128,46,2,0,4
4,1,600,3.5,2515,47,2,0,4
2,3,500,4.0,1397,7,0,0,20
0,0,800,4.5,7757,43,2,3,20
4,2,200,4.5,5458,16,4,1,0
1,6,200,4.5,7320,38,5,3,12
0,3,1000,4.2,8336,21,3,1,6
1,0,200,3.0,6650,31,2,3,9
0,1,200,4.5,1846,26,5,1,16
5,5,700,4.0,2099,19,4,1,20
2,7,700,3.5,9006,40,0,3,4
4,7,600,3.0,9432,16,3,3,11
2,4,600,5.0,6115,10,2,3,6
4,2,500,4.2,3254,22,2,1,20
4,3,200,4.0,3350,45,1,0,6
2,5,700,4.7,8062,7,1,2,21
5,6,500,4.0,5291,18,5,3,17
2,6,700,4.5,1857,18,0,2,2
3,4,200,4.0,2106,31,0,0,18
6,3,1000,4.0,905,39,2,1,5
1,0,800,4.7,7614,49,2,3,3
5,1,600,4.0,6384,0,4,1,14
5,1,600,3.5,2522,23,2,3,1
6,7,800,5.0,6843,18,5,1,19
3,6,300,3.0,7524,47,0,2,3
2,6,300,3.5,6067,14,2,2,6
1,0,300,4.7,2507,20,0,0,15
2,1,600,3.5,3865,40,0,0,17
1,7,600,5.0,2008,3,2,0,4
2,7,1000,3.5,7542,30,5,0,21
3,5,800,3.5,1131,37,4,3,16
2,1,100,4.5,4804,36,3,0,13
0,6,500,4.5,2323,33,4,3,1
2,2,900,3.0,8914,49,4,3,2
0,0,1000,4.5,582,40,3,2,18
1,0,1000,4.2,8883,45,0,2,20
4,7,200,5.0,225,41,0,2,22
5,6,200,4.5,3727,39,4,1,17
4,2,400,3.0,1501,48,3,3,20
3,0,800,5.0,4529,46,0,3,9
5,7,500,3.0,8218,33,1,0,8
5,2,800,5.0,935,40,1,3,9
6,1,800,5.0,3278,23,3,3,21
6,2,700,4.7,4248,10,4,3,1
6,4,700,3.0,5318,41,1,1,13
4,1,100,4.5,8542,1,1,0,1
1,1,500,5.0,8450,4,3,2,21
1,2,900,5.0,640,19,4,1,12
6,1,200,4.0,6587,33,5,3,15
3,5,800,4.5,363,28,1,0,21
3,4,300,4.2,4799,17,1,0,18
4,4,200,4.0,9227,5,1,2,14
1,7,100,5.0,7131,39,5,1,14
1,0,700,4.5,6251,19,4,3,23
3,5,700,4.5,7915,0,4,0,15
6,4,600,4.7,4391,2,2,1,7
5,7,700,3.0,7371,43,2,3,18
0,2,300,4.5,2595,32,4,0,13
4,0,100,4.5,3822,36,0,0,21
6,0,500,3.5,3814,39,3,0,24
6,5,600,4.5,923,26,3,2,26
3,0,900,5.0,4069,16,0,0,7
0,4,400,4.5,5369,42,3,3,0
3,7,400,4.2,2509,24,1,3,8
3,5,700,5.0,1624,46,3,2,17
2,4,600,5.0,8536,30,1,0,26
1,0,600,5.0,1408,4,1,2,10
6,6,400,4.7,9280,21,0,0,16
0,5,300,4.7,8758,0,4,3,12
3,6,900,3.0,2676,8,3,0,12
6,7,600,3.5,1739,5,0,2,9
6,7,500,4.7,1443,34,1,2,18
6,3,200,5.0,4953,24,0,2,8
5,1,600,3.5,7931,45,4,2,20
4,1,800,4.7,4768,29,0,2,17
3,3,300,4.0,5848,28,1,0,10
2,1,800,4.2,6083,9,1,0,20
1,2,300,4.7,2542,48,1,3,2
4,7,900,4.2,8456,19,1,1,4
6,4,700,4.7,7269,13,2,1,20
2,4,500,3.5,9670,12,4,3,22
6,2,700,4.0,9833,43,2,0,9
6,0,700,3.0,1089,11,2,3,9
3,1,300,3.0,2634,46,4,2,20
5,0,500,3.0,7609,33,3,1,9
2,4,600,3.0,4827,47,4,3,20
1,0,900,4.5,7327,28,2,0,26
2,2,400,3.0,1960,21,1,1,1
2,3,900,4.0,716,24,1,3,5
3,4,200,5.0,8022,44,1,1,19
2,7,200,3.0,5717,40,5,0,8
0,3,300,4.7,1477,9,5,0,2
6,5,300,5.0,825,31,5,1,0
2,6,200,4.5,8238,47,4,1,4
1,1,500,4.2,9128,28,5,1,13
1,6,100,4.7,6712,46,3,0,2
5,2,200,3.0,7872,19,5,0,20
2,0,700,3.0,5909,41,4,0,4
5,7,1000,4.5,1967,13,1,1,6
6,3,700,4.2,168,36,3,3,13
0,6,500,4.7,3376,3,3,3,2
6,7,800,4.7,5032,14,1,1,22
6,2,300,4.7,9397,41,0,0,21
1,1,400,3.5,9138,17,0,2,21
3,6,900,4.5,4832,22,2,1,10
2,4,200,3.0,8530,45,4,2,18
6,4,200,5.0,6570,17,0,3,23
4,7,400,4.7,1831,18,5,1,12
4,6,200,4.0,5716,21,1,0,15
4,0,700,4.5,7791,42,4,0,19
6,1,400,4.2,8465,8,3,3,8
1,6,900,5.0,4795,37,5,3,9
6,5,300,4.2,6213,32,5,2,9
5,4,100,4.2,3254,23,4,0,15
6,6,200,4.7,6360,42,5,2,21
2,3,800,3.0,5593,14,5,3,10
5,5,700,4.0,2899,29,5,1,6
4,0,400,3.0,7392,49,5,2,25
6,5,300,4.0,5591,38,3,2,19
5,7,800,4.7,8114,4,2,3,23
1,0,300,3.5,3189,6,0,1,4
4,5,300,4.0,2224,18,4,0,20
1,1,400,3.5,6302,20,5,0,3
2,4,500,3.5,2309,26,0,1,10
3,7,400,3.0,8925,10,4,1,4
3,5,900,3.0,2112,37,5,2,19
4,3,1000,4.5,997,36,0,2,1
2,3,600,4.0,9119,46,0,0,16
1,6,400,4.0,8668,1,4,3,21
3,2,800,3.0,9216,26,0,1,13
3,3,400,3.0,1229,16,3,3,18
2,6,400,3.0,5115,13,5,0,20
3,4,600,4.0,8248,48,2,0,20
4,1,700,5.0,2141,23,1,1,1
5,4,300,5.0,1379,2,1,2,20
0,3,200,4.2,8251,46,5,0,6
2,5,100,3.0,1838,39,3,1,19
0,4,700,5.0,532,14,3,0,4
1,2,300,5.0,1084,49,1,0,25
3,3,500,4.5,9867,14,1,1,5
5,2,500,4.5,2022,39,0,0,24
2,2,500,4.2,7150,9,1,3,8
1,5,100,4.2,8940,24,2,0,4
0,4,900,3.5,454,7,0,2,1
4,1,500,4.7,2662,7,4,0,13
2,7,700,4.2,4521,5,3,0,9
2,2,1000,4.0,9825,28,0,3,2
1,0,100,3.0,2798,2,1,3,2
2,6,100,4.0,8475,31,5,2,12
2,6,300,4.5,8759,9,5,2,9
6,7,300,3.0,7874,19,0,2,1
4,0,100,3.5,7099,5,4,1,19
4,7,200,4.2,5166,40,5,0,16
5,3,800,3.0,6389,44,5,1,12
0,2,300,4.7,9429,5,5,1,8
3,1,200,3.5,4477,9,5,0,6
2,5,500,3.0,6555,20,0,2,12
3,6,200,4.5,9136,17,4,2,9
0,6,400,5.0,623,3,4,2,18
4,3,400,4.7,7660,32,5,0,13
0,7,500,4.2,8344,26,4,0,18
4,3,1000,4.7,5597,14,0,2,4
2,4,800,5.0,351,2,1,3,1
6,7,600,4.7,1228,1,1,0,26
6,6,200,5.0,7160,3,5,0,2
6,1,600,3.0,9871,27,5,3,26
2,0,1000,4.0,3141,7,0,3,16
4,4,100,5.0,3497,43,0,0,21
2,4,800,5.0,3400,44,0,0,3
4,7,600,3.0,5998,19,2,0,17
1,3,600,3.5,3710,47,1,0,11
4,2,300,4.0,256,27,0,3,20
3,0,400,5.0,2141,6,4,1,2
5,6,800,3.0,4446,17,2,1,20
5,7,800,5.0,6149,33,2,2,10
0,4,1000,5.0,3587,25,0,1,15
1,6,800,5.0,318,7,4,0,5
6,3,500,3.5,9293,16,2,1,4
3,4,1000,4.7,904,20,4,2,21
1,5,400,5.0,382,43,4,3,12
1,6,1000,3.5,3034,29,2,3,16
0,3,100,4.2,7670,21,5,3,0
6,0,200,4.5,3907,12,3,0,12
5,4,300,3.5,7382,46,4,3,5
4,7,100,3.5,4538,41,0,3,20
2,4,100,3.5,3225,9,5,1,6
1,4,700,3.0,3423,34,5,2,0
3,6,500,4.0,5911,23,0,0,3
2,0,400,4.2,5546,6,4,3,15
0,0,900,5.0,8932,0,5,1,15
2,6,600,3.0,6415,48,3,0,0
1,4,200,5.0,1046,35,0,3,22
4,3,100,4.7,4991,10,2,3,3
3,2,300,4.2,4299,13,5,1,21
4,3,500,5.0,8876,35,3,1,2
1,6,100,4.7,9400,38,2,3,16
4,5,900,5.0,4559,29,1,3,16
2,6,1000,4.5,1967,0,1,2,25
0,1,300,3.0,7706,26,4,0,21
4,4,300,4.5,2738,14,5,0,2
5,5,400,3.5,7286,14,3,0,9
5,0,600,3.0,4339,14,1,1,17
5,5,500,3.0,7986,19,3,0,2
3,4,200,4.2,1966,10,4,2,2
0,6,100,4.5,6358,48,4,0,3
4,7,500,4.7,2930,25,1,3,6
3,3,800,5.0,7107,8,1,2,15
4,4,200,3.0,694,11,5,0,17
5,5,700,4.7,7698,24,3,3,18
1,7,200,4.5,7021,28,3,1,24
3,0,700,3.5,972,2,5,0,3
4,7,400,3.0,7396,42,2,2,9
3,7,100,3.5,4055,43,0,0,2
0,7,100,3.0,5184,18,3,1,17
6,2,200,4.0,2809,18,2,2,9
2,5,1000,4.2,7976,0,3,1,9
0,2,500,4.7,2971,49,4,2,20
0,7,400,4.2,3283,37,3,1,18
3,5,600,4.7,3990,14,5,3,17
2,5,400,5.0,4237,1,2,1,3
2,7,700,4.0,6776,12,3,3,5
5,5,900,4.0,3427,17,2,3,21
1,2,800,4.5,3025,5,4,3,20
6,6,800,4.5,2198,40,3,0,7
6,5,500,4.0,9085,45,5,3,22
0,6,500,5.0,5421,45,2,0,11
3,7,1000,4.0,1713,13,4,0,17
0,6,900,4.7,7549,10,4,1,24
2,5,800,4.2,1676,43,0,0,22
5,1,300,3.5,9970,2,0,3,5
1,1,500,4.5,7772,40,1,1,17
1,2,1000,5.0,9903,19,2,0,11
3,1,900,4.5,9489,28,5,1,20
2,1,1000,3.0,1686,24,5,3,24
5,6,700,4.2,6444,33,1,3,22
5,1,200,4.7,5620,27,4,1,23
1,2,100,4.0,9928,30,0,0,25
6,0,200,4.0,6755,27,3,1,23
0,1,1000,4.5,1348,42,3,2,17
4,2,800,4.5,2278,8,4,3,4
2,5,400,3.0,7969,46,5,2,12
3,1,400,4.0,6646,16,1,1,8
5,1,500,5.0,8340,30,4,0,5
2,7,100,4.0,6364,48,0,3,20
4,3,700,5.0,5529,44,0,2,4
2,1,600,4.0,3563,12,0,2,21
0,1,100,4.2,1802,41,4,3,9
3,3,900,5.0,5289,32,0,2,17
0,5,1000,4.5,6799,30,5,3,16
4,4,600,4.7,1565,19,1,3,21
0,2,500,3.5,4024,20,3,2,16
0,0,800,4.0,9714,16,1,2,0
6,4,400,4.0,1251,20,5,0,6
6,6,800,5.0,7071,40,1,0,16
3,4,300,4.0,2866,22,2,0,24
0,3,1000,4.5,3016,1,0,2,6
4,1,400,4.5,2365,34,5,0,4
2,7,100,3.0,6480,31,4,0,19
1,5,900,3.5,498,35,4,2,5
5,2,500,4.7,1584,23,5,1,4
1,5,900,4.7,1234,18,4,1,20
1,0,400,4.5,5375,21,0,3,10
6,6,700,3.5,8696,32,4,0,6
5,7,600,4.7,6406,13,2,1,22
1,7,600,4.5,8219,7,2,1,2
3,0,800,3.5,1163,1,5,1,14
4,3,300,4.2,4144,18,0,3,22
5,6,800,4.5,2827,20,4,3,2
3,6,900,4.2,6469,18,4,2,0
2,4,400,5.0,1145,24,2,2,21
5,1,200,4.5,8552,21,3,2,2
1,4,400,4.7,7878,10,3,3,17
6,6,900,4.0,5725,27,3,3,3
6,6,600,5.0,5559,11,2,2,13
0,0,400,3.5,9751,49,1,1,19
5,1,100,4.0,5510,16,1,1,6
1,6,800,4.2,8084,28,4,0,19
1,3,100,4.2,8542,43,5,2,8
6,0,500,4.0,6203,18,1,0,16
6,2,500,4.2,7502,45,0,1,10
0,1,800,4.7,4379,20,0,3,21
6,6,200,3.5,9522,27,2,1,13
6,0,600,4.7,9752,34,1,3,0
2,4,1000,4.7,2982,10,5,2,6
2,5,1000,3.0,8157,26,4,3,8
0,1,400,5.0,2292,39,4,1,16
4,7,800,4.2,9182,39,2,3,9
3,0,100,3.0,9763,25,5,0,17
6,5,200,3.0,3449,11,3,2,15
3,4,300,4.7,5383,47,0,0,4
3,3,600,4.0,5296,46,3,0,26
0,5,1000,3.0,3540,37,4,1,0
2,4,100,3.5,509,31,1,1,26
0,1,100,4.7,6242,27,3,2,23
2,5,500,3.5,2400,26,1,3,13
5,1,500,4.2,9951,15,2,0,8
6,1,100,4.2,9965,1,0,0,23
0,3,600,5.0,560,10,0,1,18
2,5,100,3.5,1308,28,4,2,9
4,7,800,4.5,618,44,3,1,1
3,6,400,4.2,1619,36,3,2,24
0,4,600,4.7,662,29,5,1,1
2,4,700,4.5,4712,46,3,0,3
4,5,1000,3.5,1972,29,5,1,15
1,5,300,3.5,4026,29,1,0,22
6,6,800,4.7,2009,18,0,0,21
2,6,300,5.0,2082,31,4,0,10
4,1,1000,4.0,528,22,4,2,0
3,0,400,4.2,3593,6,4,3,21
2,6,1000,3.5,2751,16,5,3,10
2,3,200,3.0,3840,37,4,3,18
5,5,400,5.0,4819,4,4,3,0
3,5,500,3.5,3376,37,0,3,20
6,0,700,3.5,8324,21,2,0,1
5,2,800,4.7,3555,31,2,0,6
6,3,900,3.5,8907,47,0,1,8
3,5,900,4.5,2973,35,4,1,3
4,5,900,4.5,5311,14,5,1,25
4,5,800,3.5,1201,28,4,2,19
0,4,500,4.0,5603,24,2,1,13
3,3,800,5.0,645,12,5,0,21
0,6,700,4.2,810,32,3,3,20
4,4,100,4.2,374,10,1,3,20
2,1,600,4.5,5605,12,3,0,20
4,4,1000,4.2,1152,16,1,3,11
6,3,1000,4.2,6754,38,0,0,18
4,7,100,4.7,5049,30,5,0,2
5,3,700,4.7,2013,9,1,2,19
2,0,800,3.5,3582,10,3,1,25
2,1,300,4.7,5103,31,1,0,14
3,5,900,4.5,6563,0,1,3,0
6,2,300,4.7,3974,15,1,3,22
3,3,1000,5.0,2119,8,0,2,12
2,4,600,4.2,9077,34,4,1,2
5,6,100,3.0,7842,0,3,0,16
4,2,900,5.0,7105,32,2,3,11
3,7,400,4.7,7884,5,2,2,7
2,5,1000,3.5,5914,12,4,1,22
2,2,500,3.5,9060,1,2,1,17
3,6,500,4.2,5370,1,2,3,21
6,5,100,4.0,5140,14,2,3,20
2,5,800,5.0,4943,28,1,1,25
1,6,200,5.0,4034,29,2,3,9
4,3,400,3.5,6530,26,4,2,25
2,5,700,3.0,5897,12,0,1,25
2,1,400,3.5,3783,9,1,0,0
4,0,500,4.5,4803,6,4,1,9
2,3,700,3.0,7217,1,5,2,12
6,7,300,4.0,5360,43,1,3,24
1,7,300,5.0,8610,3,5,2,4
1,0,800,4.2,628,39,5,3,25
6,6,400,4.0,7387,32,1,1,13
1,4,600,3.0,8125,38,2,2,18
5,0,700,4.5,5214,6,0,3,9
5,7,700,5.0,3910,33,0,1,12
1,1,1000,4.0,2198,32,5,3,9
6,5,500,4.5,5430,47,2,0,4
1,1,100,3.5,9852,3,0,1,20
4,0,100,4.2,8391,21,5,0,0
2,4,900,4.7,4548,42,3,0,6
2,7,900,4.2,4177,19,2,3,21
6,3,300,4.2,4400,1,2,0,7
1,4,600,3.5,6769,17,3,1,22
1,5,500,3.5,7163,12,3,3,6
1,7,200,3.5,6939,46,3,0,6
6,6,700,3.5,51,43,5,2,20
4,7,1000,5.0,4603,6,0,3,6
3,2,200,3.0,4464,49,4,2,9
2,3,300,4.2,5877,11,4,1,21
6,3,300,4.5,2954,12,4,0,9
3,4,800,4.7,2715,36,5,3,13
6,5,400,5.0,347,47,1,2,1
2,4,100,3.0,6288,17,1,0,20
5,4,1000,4.7,5465,4,3,0,25
3,0,200,4.2,6449,20,0,2,21
1,4,900,3.0,5054,48,0,1,22
5,2,400,4.2,8223,24,4,3,15
4,0,800,5.0,1443,13,4,0,0
6,3,200,4.7,2042,40,4,0,25
0,2,500,3.0,3935,2,0,2,18
4,2,600,5.0,3021,41,1,0,16
1,2,500,4.2,7587,36,1,2,4
3,5,400,3.0,4530,28,2,2,7
4,1,900,4.0,7243,14,0,3,9
2,0,400,3.5,1589,9,5,2,9
4,5,1000,5.0,9939,31,5,3,3
2,0,200,4.2,5967,1,1,3,9
